Country,Emirate,Education,Occupation,Gender,Marital Status,Coverage,Income,cluster
India,Dubai,Master,Employed,F,Divorced,Basic,28264,0
UAE,Dubai,High School or Below,Self-Employed,F,Single,Premium,0,0
India,Sharjah,College,Self-Employed,F,Married,Extended,0,0
India,Dubai,College,Employed,F,Married,Basic,70187,0
India,Dubai,Bachelor,Employed,F,Divorced,Basic,31006,0
India,Dubai,High School or Below,Self-Employed,F,Married,Basic,0,0
India,Dubai,High School or Below,Self-Employed,M,Single,Extended,0,2
India,Dubai,High School or Below,Employed,M,Married,Basic,20371,1
India,Dubai,College,Employed,F,Married,Basic,39141,0
India,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
India,Abu Dhabi,College,Employed,M,Divorced,Extended,76837,1
India,Dubai,High School or Below,Self-Employed,F,Single,Basic,0,0
UAE,Dubai,Bachelor,Self-Employed,F,Single,Premium,0,0
India,Dubai,High School or Below,Retired,F,Single,Basic,25147,0
India,Dubai,Bachelor,Self-Employed,F,Single,Basic,0,0
India,Dubai,Master,Employed,M,Married,Basic,34665,1
India,Dubai,Master,Government,F,Divorced,Basic,25404,0
India,Sharjah,High School or Below,Employed,F,Married,Basic,37025,1
India,Dubai,Bachelor,Self-Employed,M,Married,Basic,0,2
UAE,Dubai,High School or Below,Government,F,Married,Premium,23939,0
India,Abu Dhabi,College,Employed,M,Divorced,Extended,76673,1
India,Dubai,High School or Below,Employed,F,Married,Basic,55274,0
India,Abu Dhabi,College,Employed,F,Divorced,Extended,30324,1
India,Dubai,College,Employed,F,Married,Basic,31702,0
India,Dubai,College,Self-Employed,F,Single,Extended,0,0
India,Sharjah,Bachelor,Employed,M,Divorced,Extended,70908,1
India,Sharjah,High School or Below,Employed,M,Married,Basic,81082,1
UAE,Dubai,College,Government,F,Married,Premium,17705,0
India,Sharjah,High School or Below,Employed,F,Married,Basic,77738,1
India,Dubai,Bachelor,Self-Employed,F,Single,Basic,0,0
India,Dubai,College,Employed,F,Married,Basic,70311,0
India,Abu Dhabi,Bachelor,Employed,F,Married,Extended,66022,1
India,Dubai,High School or Below,Employed,M,Married,Basic,74140,1
India,Sharjah,Bachelor,Employed,F,Divorced,Extended,73604,1
India,Dubai,College,Enterpreneur,M,Married,Basic,21855,2
India,Abu Dhabi,Master,Enterpreneur,F,Married,Basic,23305,1
India,Dubai,High School or Below,Self-Employed,M,Single,Extended,0,2
India,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
India,Sharjah,College,Employed,F,Married,Basic,65024,1
India,Abu Dhabi,Bachelor,Government,F,Single,Basic,22590,0
India,Dubai,College,Self-Employed,M,Single,Extended,0,2
India,Dubai,Master,Employed,F,Married,Extended,38401,0
India,Dubai,College,Government,M,Married,Basic,25539,2
UAE,Abu Dhabi,Master,Employed,M,Married,Premium,60880,1
India,Dubai,Bachelor,Employed,M,Divorced,Basic,87313,2
India,Dubai,College,Employed,M,Married,Basic,23916,1
India,Dubai,Bachelor,Employed,F,Married,Extended,34854,0
India,Dubai,College,Employed,F,Divorced,Basic,48203,0
India,Dubai,High School or Below,Enterpreneur,M,Divorced,Extended,25322,2
India,Dubai,Bachelor,Enterpreneur,F,Married,Basic,16656,0
India,Sharjah,Master,Employed,F,Married,Extended,44723,1
India,Dubai,High School or Below,Employed,M,Single,Basic,35979,2
India,Abu Dhabi,College,Employed,F,Married,Basic,36413,1
India,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
India,Dubai,Doctor,Self-Employed,F,Married,Basic,0,0
India,Dubai,College,Employed,M,Married,Basic,51883,1
UAE,Dubai,High School or Below,Self-Employed,F,Married,Premium,0,0
India,Dubai,Bachelor,Retired,M,Divorced,Basic,18608,2
India,Dubai,College,Self-Employed,F,Single,Extended,0,0
India,Dubai,High School or Below,Employed,M,Divorced,Basic,55964,2
India,Dubai,High School or Below,Employed,M,Married,Basic,85510,1
India,Sharjah,High School or Below,Employed,M,Married,Extended,30706,1
India,Dubai,High School or Below,Enterpreneur,F,Married,Basic,29587,0
India,Dubai,College,Employed,M,Divorced,Basic,20309,2
India,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
India,Dubai,College,Government,F,Married,Basic,12470,0
India,Dubai,Master,Self-Employed,M,Married,Basic,0,2
India,Abu Dhabi,Bachelor,Employed,F,Married,Basic,86498,1
India,Abu Dhabi,Bachelor,Employed,F,Married,Basic,62902,1
India,Sharjah,College,Employed,M,Married,Basic,57293,1
India,Dubai,High School or Below,Self-Employed,F,Single,Extended,0,0
India,Sharjah,High School or Below,Employed,F,Married,Extended,51255,1
India,Dubai,College,Self-Employed,M,Married,Extended,0,2
India,Abu Dhabi,College,Employed,F,Married,Basic,69241,1
India,Dubai,Bachelor,Employed,M,Married,Basic,25632,1
India,Sharjah,High School or Below,Employed,F,Divorced,Basic,87428,1
India,Dubai,Master,Employed,M,Married,Basic,98796,1
UAE,Abu Dhabi,College,Employed,M,Married,Premium,78617,1
India,Dubai,Bachelor,Self-Employed,F,Single,Basic,0,0
India,Abu Dhabi,High School or Below,Employed,M,Married,Basic,93893,1
India,Dubai,Bachelor,Employed,M,Married,Extended,23629,1
India,Dubai,Bachelor,Self-Employed,M,Single,Extended,0,2
India,Sharjah,High School or Below,Employed,M,Single,Basic,30574,1
India,Sharjah,Bachelor,Employed,F,Single,Extended,69555,1
India,Dubai,Bachelor,Enterpreneur,M,Married,Extended,19634,2
India,Dubai,Bachelor,Government,M,Married,Basic,15776,2
India,Sharjah,Bachelor,Employed,F,Divorced,Basic,46819,1
India,Sharjah,Master,Employed,F,Married,Basic,47950,1
India,Dubai,High School or Below,Self-Employed,F,Single,Basic,0,0
India,Dubai,Master,Enterpreneur,F,Single,Basic,12626,0
India,Dubai,High School or Below,Retired,M,Divorced,Extended,20993,2
India,Dubai,High School or Below,Government,M,Married,Extended,24392,2
India,Abu Dhabi,Bachelor,Employed,M,Married,Basic,86305,1
India,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
India,Dubai,College,Employed,F,Married,Basic,56701,0
India,Abu Dhabi,College,Employed,M,Married,Basic,57074,1
India,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
India,Dubai,Bachelor,Employed,F,Married,Basic,53614,0
India,Dubai,Master,Self-Employed,M,Divorced,Extended,0,2
India,Dubai,Bachelor,Self-Employed,M,Single,Extended,0,2
India,Sharjah,Master,Employed,M,Single,Basic,76441,1
India,Abu Dhabi,Bachelor,Employed,F,Divorced,Extended,86134,1
UAE,Dubai,High School or Below,Employed,M,Married,Premium,45262,1
India,Dubai,Bachelor,Self-Employed,F,Single,Extended,0,0
India,Dubai,Bachelor,Employed,F,Married,Basic,27725,0
UAE,Dubai,Doctor,Employed,M,Married,Premium,27985,1
India,Sharjah,Master,Employed,F,Single,Extended,29673,1
India,Dubai,Master,Employed,M,Married,Basic,24790,1
India,Dubai,High School or Below,Employed,F,Single,Basic,57846,0
UAE,Dubai,High School or Below,Self-Employed,M,Single,Premium,0,2
India,Abu Dhabi,Bachelor,Self-Employed,F,Divorced,Basic,0,0
UAE,Dubai,High School or Below,Retired,M,Single,Premium,10738,2
India,Sharjah,College,Employed,M,Divorced,Extended,45587,1
India,Dubai,College,Employed,F,Single,Basic,82940,0
India,Sharjah,College,Employed,M,Married,Basic,42633,1
India,Dubai,College,Retired,F,Divorced,Extended,18577,0
UAE,Abu Dhabi,Master,Employed,M,Married,Premium,60880,1
India,Dubai,Master,Employed,M,Married,Basic,22582,1
India,Dubai,Bachelor,Self-Employed,F,Single,Basic,0,0
India,Dubai,High School or Below,Retired,M,Divorced,Basic,25944,2
India,Dubai,High School or Below,Employed,M,Single,Extended,34498,2
India,Dubai,High School or Below,Employed,F,Single,Extended,31027,0
India,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
India,Sharjah,High School or Below,Employed,M,Married,Extended,45609,1
UAE,Dubai,Master,Government,F,Divorced,Premium,16181,0
UAE,Abu Dhabi,High School or Below,Employed,M,Married,Premium,41195,1
India,Sharjah,Master,Employed,F,Single,Basic,76194,1
India,Dubai,Bachelor,Self-Employed,F,Single,Extended,0,0
India,Sharjah,College,Employed,F,Single,Extended,60097,1
India,Dubai,College,Employed,F,Married,Basic,95017,0
India,Dubai,High School or Below,Self-Employed,F,Married,Basic,0,0
India,Dubai,College,Self-Employed,F,Single,Basic,0,0
India,Abu Dhabi,Bachelor,Employed,F,Married,Extended,83547,1
India,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
India,Dubai,College,Employed,M,Married,Basic,57561,1
India,Dubai,Bachelor,Retired,F,Married,Basic,10180,0
India,Dubai,Master,Employed,M,Single,Extended,40658,2
India,Dubai,College,Enterpreneur,F,Divorced,Extended,23554,0
UAE,Dubai,Bachelor,Self-Employed,F,Married,Premium,0,0
India,Dubai,Master,Employed,M,Married,Extended,28989,1
India,Dubai,Bachelor,Employed,M,Married,Basic,55898,1
India,Dubai,High School or Below,Employed,F,Married,Extended,53441,0
India,Dubai,Doctor,Enterpreneur,M,Married,Basic,20848,2
India,Dubai,High School or Below,Self-Employed,F,Single,Basic,0,0
India,Dubai,College,Enterpreneur,M,Married,Basic,22520,2
India,Dubai,Bachelor,Employed,M,Married,Basic,69781,1
India,Abu Dhabi,Bachelor,Employed,M,Married,Extended,99711,1
India,Dubai,College,Employed,F,Single,Basic,25785,0
India,Sharjah,High School or Below,Employed,M,Married,Basic,62638,1
India,Dubai,College,Self-Employed,F,Single,Basic,0,0
India,Abu Dhabi,High School or Below,Employed,M,Married,Extended,56875,1
India,Dubai,High School or Below,Employed,M,Married,Basic,93102,1
India,Sharjah,College,Employed,M,Divorced,Basic,25564,1
India,Abu Dhabi,Bachelor,Employed,F,Married,Basic,29918,1
India,Abu Dhabi,Bachelor,Employed,F,Married,Basic,95891,1
India,Abu Dhabi,High School or Below,Employed,M,Married,Extended,72988,1
India,Dubai,High School or Below,Employed,M,Married,Extended,44368,1
India,Dubai,Bachelor,Employed,M,Married,Extended,84146,1
India,Dubai,College,Employed,M,Married,Basic,36259,1
India,Dubai,College,Employed,M,Single,Basic,56480,2
India,Abu Dhabi,College,Employed,F,Married,Basic,79674,1
India,Dubai,College,Employed,M,Married,Basic,61036,1
India,Abu Dhabi,Bachelor,Employed,F,Single,Basic,33235,1
India,Dubai,Master,Employed,F,Single,Basic,29462,0
India,Dubai,High School or Below,Employed,M,Divorced,Extended,48131,2
India,Dubai,Bachelor,Self-Employed,F,Single,Basic,0,0
India,Dubai,College,Employed,M,Married,Basic,37937,1
India,Dubai,College,Employed,F,Married,Basic,70012,0
UAE,Abu Dhabi,Master,Employed,M,Married,Premium,60880,1
India,Dubai,High School or Below,Self-Employed,M,Single,Extended,0,2
India,Dubai,High School or Below,Employed,M,Divorced,Basic,59762,2
India,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
India,Abu Dhabi,Bachelor,Employed,F,Married,Basic,62902,1
India,Dubai,Bachelor,Employed,F,Single,Extended,57245,0
UAE,Dubai,Bachelor,Employed,F,Married,Premium,39040,0
India,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
India,Abu Dhabi,Doctor,Employed,F,Married,Basic,70914,1
India,Dubai,College,Employed,F,Divorced,Extended,97238,0
India,Dubai,Bachelor,Employed,F,Married,Extended,42522,0
India,Dubai,High School or Below,Self-Employed,F,Married,Basic,0,0
India,Dubai,Bachelor,Self-Employed,F,Divorced,Basic,0,0
India,Dubai,Doctor,Employed,F,Married,Extended,37384,0
India,Abu Dhabi,High School or Below,Employed,M,Single,Basic,42360,1
India,Abu Dhabi,Bachelor,Employed,F,Married,Basic,67871,1
India,Dubai,College,Employed,F,Married,Basic,29932,0
India,Dubai,High School or Below,Self-Employed,M,Divorced,Extended,0,2
UAE,Abu Dhabi,High School or Below,Employed,M,Married,Premium,82758,1
India,Dubai,Bachelor,Self-Employed,F,Single,Basic,0,0
UAE,Sharjah,Bachelor,Employed,F,Divorced,Premium,96331,1
India,Dubai,High School or Below,Self-Employed,M,Married,Basic,0,2
India,Sharjah,Bachelor,Employed,M,Divorced,Extended,58971,1
India,Dubai,High School or Below,Self-Employed,F,Single,Basic,0,0
UAE,Dubai,College,Self-Employed,M,Married,Premium,0,2
India,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
India,Dubai,College,Self-Employed,M,Single,Basic,0,2
India,Sharjah,College,Employed,M,Divorced,Extended,44980,1
India,Dubai,Master,Government,M,Married,Basic,23566,2
India,Dubai,College,Employed,F,Single,Extended,54603,0
India,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
India,Dubai,High School or Below,Self-Employed,F,Single,Extended,0,0
India,Dubai,College,Self-Employed,M,Single,Basic,0,2
India,Sharjah,College,Employed,F,Single,Basic,96314,1
India,Sharjah,Bachelor,Employed,F,Married,Extended,31168,1
India,Dubai,High School or Below,Self-Employed,F,Single,Basic,0,0
India,Sharjah,College,Employed,M,Married,Extended,52174,1
India,Dubai,College,Employed,F,Single,Basic,72335,0
India,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
India,Dubai,Doctor,Self-Employed,M,Married,Basic,0,2
India,Dubai,Bachelor,Employed,M,Divorced,Basic,75644,2
India,Dubai,High School or Below,Self-Employed,F,Single,Extended,0,0
India,Dubai,College,Employed,M,Married,Basic,20075,1
India,Abu Dhabi,Bachelor,Employed,F,Divorced,Extended,33786,1
India,Dubai,College,Self-Employed,M,Divorced,Basic,0,2
India,Dubai,High School or Below,Employed,M,Married,Extended,96721,1
India,Sharjah,Bachelor,Employed,F,Single,Basic,40833,1
India,Dubai,High School or Below,Self-Employed,F,Married,Extended,0,0
India,Dubai,High School or Below,Self-Employed,M,Married,Basic,0,2
India,Abu Dhabi,College,Employed,M,Single,Basic,85210,1
India,Dubai,Bachelor,Self-Employed,F,Married,Extended,0,0
India,Dubai,Master,Employed,F,Divorced,Basic,44851,0
UAE,Dubai,High School or Below,Self-Employed,M,Single,Premium,0,2
India,Abu Dhabi,Master,Employed,M,Married,Basic,69872,1
India,Dubai,High School or Below,Self-Employed,F,Single,Extended,0,0
India,Dubai,College,Retired,F,Divorced,Extended,26708,0
India,Dubai,College,Enterpreneur,F,Married,Basic,17576,0
India,Sharjah,Bachelor,Employed,F,Divorced,Basic,55475,1
India,Abu Dhabi,College,Self-Employed,M,Married,Basic,0,2
India,Sharjah,Master,Employed,M,Married,Basic,35855,1
India,Dubai,High School or Below,Self-Employed,F,Single,Extended,0,0
India,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
India,Abu Dhabi,College,Employed,M,Married,Basic,63391,1
India,Abu Dhabi,Bachelor,Employed,F,Divorced,Basic,53093,1
India,Abu Dhabi,College,Employed,M,Married,Basic,65412,1
UAE,Dubai,College,Self-Employed,M,Single,Premium,0,2
India,Dubai,Bachelor,Self-Employed,F,Single,Extended,0,0
India,Dubai,College,Self-Employed,M,Single,Basic,0,2
India,Dubai,College,Employed,M,Married,Basic,37073,1
India,Dubai,High School or Below,Government,F,Married,Extended,19359,0
India,Dubai,High School or Below,Employed,M,Married,Basic,46814,1
India,Dubai,College,Self-Employed,M,Married,Basic,0,2
India,Dubai,College,Employed,F,Married,Extended,68332,0
UAE,Dubai,College,Government,M,Married,Premium,17301,2
India,Dubai,High School or Below,Employed,F,Married,Basic,69545,0
India,Sharjah,Doctor,Employed,F,Married,Basic,37405,1
India,Abu Dhabi,Bachelor,Employed,M,Divorced,Extended,74271,1
India,Dubai,High School or Below,Employed,M,Married,Basic,72421,1
India,Abu Dhabi,Bachelor,Employed,F,Married,Extended,62650,1
India,Dubai,High School or Below,Employed,M,Married,Extended,37331,1
UAE,Dubai,High School or Below,Employed,F,Divorced,Premium,46587,0
India,Sharjah,Bachelor,Employed,F,Married,Extended,25320,1
India,Dubai,College,Employed,F,Married,Extended,22094,0
India,Abu Dhabi,High School or Below,Government,F,Single,Extended,12503,0
UAE,Dubai,Bachelor,Employed,M,Single,Premium,69772,2
India,Dubai,Bachelor,Self-Employed,F,Divorced,Basic,0,0
India,Dubai,Master,Employed,F,Married,Basic,32370,0
India,Dubai,Bachelor,Self-Employed,F,Single,Basic,0,0
India,Abu Dhabi,College,Employed,F,Divorced,Basic,38222,1
India,Abu Dhabi,High School or Below,Employed,F,Married,Basic,32272,1
India,Dubai,College,Government,M,Married,Basic,27816,2
India,Abu Dhabi,College,Employed,M,Single,Basic,62134,1
UAE,Dubai,Bachelor,Employed,F,Single,Premium,69379,0
India,Abu Dhabi,Bachelor,Employed,M,Single,Extended,68082,1
India,Dubai,High School or Below,Employed,F,Married,Basic,34653,0
India,Abu Dhabi,College,Employed,F,Married,Extended,26906,1
India,Dubai,High School or Below,Government,F,Married,Basic,20903,0
India,Abu Dhabi,College,Employed,F,Married,Extended,80580,1
India,Abu Dhabi,High School or Below,Employed,F,Married,Basic,76025,1
India,Sharjah,College,Employed,F,Single,Extended,64937,1
India,Dubai,College,Self-Employed,M,Single,Basic,0,2
India,Dubai,Bachelor,Employed,M,Single,Basic,97361,2
India,Sharjah,High School or Below,Government,F,Married,Basic,20814,0
UAE,Dubai,High School or Below,Self-Employed,F,Single,Premium,0,0
UAE,Dubai,Bachelor,Government,M,Married,Premium,18141,2
India,Dubai,Bachelor,Enterpreneur,M,Married,Extended,18820,2
India,Sharjah,Bachelor,Employed,F,Single,Basic,44662,1
India,Sharjah,High School or Below,Employed,F,Married,Extended,40332,1
India,Sharjah,Master,Employed,M,Married,Basic,66467,1
India,Abu Dhabi,College,Employed,F,Married,Extended,90804,1
India,Dubai,Bachelor,Employed,F,Married,Basic,36737,0
India,Sharjah,Master,Employed,F,Married,Extended,44207,1
UAE,Dubai,College,Self-Employed,M,Single,Premium,0,2
India,Abu Dhabi,College,Employed,F,Married,Basic,75648,1
India,Dubai,College,Employed,M,Divorced,Extended,50555,2
India,Dubai,Doctor,Employed,M,Married,Extended,31278,1
India,Abu Dhabi,Master,Employed,F,Married,Basic,61897,1
India,Dubai,Master,Employed,M,Divorced,Basic,68717,2
India,Abu Dhabi,Bachelor,Employed,F,Married,Extended,62863,1
India,Sharjah,College,Employed,F,Married,Basic,24702,1
India,Dubai,Master,Employed,F,Married,Basic,87274,0
India,Dubai,Master,Employed,M,Married,Basic,56482,1
India,Dubai,High School or Below,Employed,F,Married,Extended,47727,0
India,Abu Dhabi,College,Employed,F,Married,Extended,46530,1
India,Dubai,College,Self-Employed,M,Single,Basic,0,2
India,Sharjah,High School or Below,Employed,F,Married,Basic,73274,1
India,Abu Dhabi,College,Employed,F,Married,Extended,82918,1
UAE,Dubai,High School or Below,Enterpreneur,M,Married,Premium,20920,2
India,Dubai,College,Retired,M,Divorced,Basic,25251,2
India,Dubai,Master,Employed,M,Divorced,Extended,39722,2
India,Dubai,High School or Below,Self-Employed,F,Divorced,Basic,0,0
India,Abu Dhabi,Bachelor,Employed,F,Married,Basic,51335,1
India,Dubai,Bachelor,Employed,M,Married,Basic,45600,1
UAE,Abu Dhabi,Master,Employed,F,Single,Premium,52951,1
India,Sharjah,College,Employed,M,Married,Extended,93920,1
India,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
India,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
India,Sharjah,Master,Government,F,Married,Basic,27593,1
India,Sharjah,Bachelor,Employed,M,Married,Basic,37695,1
India,Dubai,Bachelor,Employed,M,Divorced,Basic,97592,2
India,Dubai,College,Self-Employed,M,Married,Basic,0,2
UAE,Dubai,High School or Below,Employed,F,Married,Premium,31283,0
UAE,Dubai,College,Self-Employed,F,Divorced,Premium,0,0
India,Sharjah,Bachelor,Employed,M,Married,Basic,96402,1
India,Dubai,College,Employed,M,Divorced,Extended,26488,2
India,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
India,Abu Dhabi,Doctor,Employed,M,Married,Extended,75728,1
India,Dubai,College,Self-Employed,F,Married,Basic,0,0
India,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
India,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
India,Abu Dhabi,College,Employed,F,Married,Basic,76726,1
India,Dubai,Bachelor,Government,F,Married,Basic,11811,0
India,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
India,Dubai,College,Self-Employed,F,Married,Basic,0,0
India,Dubai,College,Government,F,Married,Extended,26628,0
India,Dubai,Master,Employed,M,Married,Basic,46177,1
India,Abu Dhabi,Doctor,Employed,M,Single,Basic,21142,1
India,Dubai,Bachelor,Employed,M,Married,Basic,25998,1
India,Sharjah,Bachelor,Employed,F,Divorced,Basic,85300,1
